取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2025/04/11 11:32:23,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04683173438612660228
2025/04/11 11:32:20,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01972025124956848156
2025/04/10 23:21:58,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04682796976139124737
2025/04/10 23:21:58,543,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04682796976139124737
2025/04/10 15:31:54,917,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (72円), PayPay残高 (845円)",-,-,04682554714214014977
2025/04/10 15:31:54,-,8,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04682554714214014977
2025/04/10 15:31:50,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01971406400558022656
2025/04/08 21:55:00,947,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04681267821751525376
2025/04/08 21:55:00,-,8,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04681267821751525376
2025/04/08 21:54:54,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01970119482327253000
2025/04/08 17:44:55,391,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (28円), PayPay残高 (363円)",-,-,04681138929783013383
2025/04/08 17:44:55,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04681138929783013383
2025/04/07 23:15:45,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04680567261046251525
2025/04/07 23:15:45,492,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (3円), PayPay残高 (489円)",-,-,04680567261046251525
2025/04/07 23:15:41,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01969418947391315976
2025/04/06 01:07:37,405,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04679140584579530752
2025/04/06 01:07:37,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04679140584579530752
2025/04/05 19:43:16,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04678973407272943616
2025/04/05 19:43:16,790,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (14円), PayPay残高 (776円)",-,-,04678973407272943616
2025/04/05 19:43:11,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01967825085027778574
2025/04/02 13:12:13,560,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04676545359179841536
2025/04/02 13:12:13,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04676545359179841536
2025/04/02 09:20:56,171,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04676426156657426432
2025/04/01 18:44:36,"1,715",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (3円), PayPay残高 (1,712円)",-,-,04675974497896873984
2025/04/01 18:44:36,-,8,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04675974497896873984
2025/03/31 22:47:45,588,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04675357637514141698
2025/03/31 22:47:44,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04675357637514141698
2025/03/31 17:10:58,771,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (10円), PayPay残高 (761円)",-,-,04675184069295448066
2025/03/31 17:10:58,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04675184069295448066
2025/03/30 20:45:27,"26,400",-,-,-,-,-,支払い,酒場　それがし - 酒場　それがし,PayPay残高,-,-,04674552442815012865
2025/03/30 20:45:27,-,132,-,-,-,-,ポイント、残高の獲得,酒場　それがし,PayPayポイント,-,-,04674552442815012865
2025/03/30 20:44:40,-,"30,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01963403751202357261
2025/03/30 14:51:23,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04674369941064327186
2025/03/30 14:51:22,698,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04674369941064327186
2025/03/30 13:43:44,-,26,-,-,-,-,ポイント、残高の獲得,そばごや,PayPayポイント,-,-,04674335083109638148
2025/03/30 13:43:44,"5,220",-,-,-,-,-,支払い,そばごや - 麻布十番 蕎麦居酒屋 そばごや,"PayPayポイント (2円), PayPay残高 (5,218円)",-,-,04674335083109638148
2025/03/30 12:20:21,-,"5,000",-,-,-,-,受け取った金額,村田雅弥,PayPay残高,-,-,01963143828371087369
2025/03/30 01:04:19,-,12,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04673943682740101121
2025/03/30 01:04:19,"2,507",-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04673943682740101121
2025/03/29 23:05:51,"3,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,01962734346189086749
2025/03/29 23:05:35,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01962734208750952454
2025/03/29 17:38:02,-,"1,400",-,-,-,-,受け取った金額,村田雅弥,PayPay残高,-,-,01962565390766014466
2025/03/29 17:37:41,"2,800",-,-,-,-,-,支払い,C.STAND - C.STAND 渋谷センター街店,PayPay残高,-,-,04673713498262994945
2025/03/29 17:37:41,-,14,-,-,-,-,ポイント、残高の獲得,C.STAND,PayPayポイント,-,-,04673713498262994945
2025/03/29 17:37:27,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01962565098709082112
2025/03/29 13:29:43,-,4,-,-,-,-,ポイント、残高の獲得,はなまる,PayPayポイント,-,-,04673585688626053123
2025/03/29 13:29:43,970,-,-,-,-,-,支払い,はなまる - はなまるうどん 渋谷駅西口店,"PayPayポイント (4円), PayPay残高 (966円)",-,-,04673585688626053123
2025/03/29 13:29:37,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01962437366380503040
2025/03/27 23:59:17,551,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (9円), PayPay残高 (542円)",-,-,04672425832707801088
2025/03/27 23:59:17,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04672425832707801088
2025/03/27 23:59:12,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01961277501872283648
2025/03/26 15:22:49,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04671417468875104261
2025/03/26 15:22:48,302,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04671417468875104261
2025/03/26 13:07:57,218,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (3円), PayPay残高 (215円)",-,-,04671347967714369539
2025/03/26 13:07:57,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04671347967714369539
2025/03/24 18:47:06,171,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (4円), PayPay残高 (167円)",-,-,04670038415005900814
2025/03/24 00:17:07,"1,627",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04669466342541901827
2025/03/24 00:17:07,-,8,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04669466342541901827
2025/03/24 00:17:01,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01958318011707301888
2025/03/24 00:16:39,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01958317822729519104
2025/03/23 20:48:43,-,9,-,-,-,-,ポイント、残高の獲得,六本木ヒルズ,PayPayポイント,-,-,4669358865280032770#44113
2025/03/23 20:48:36,"1,870",-,-,-,-,-,支払い,六本木ヒルズ,PayPay残高,-,-,04669358865280032770
2025/03/23 20:48:35,-,9,-,-,-,-,ポイント、残高の獲得,六本木ヒルズ,PayPayポイント,-,-,04669358865280032770
2025/03/23 19:52:35,-,"1,900",-,-,-,-,受け取った金額,tomori,PayPay残高,-,-,01958181723805696004
2025/03/23 19:51:44,"3,690",-,-,-,-,-,支払い,C.STAND - 六本木店,PayPay残高,-,-,04669329565013262339
2025/03/23 19:51:44,-,18,-,-,-,-,ポイント、残高の獲得,C.STAND,PayPayポイント,-,-,04669329565013262339
2025/03/23 19:51:34,-,"4,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01958181191229734935
2025/03/23 14:17:35,549,-,-,-,-,-,支払い,ファミリーマート - 六本木駅前,"PayPayポイント (3円), PayPay残高 (546円)",-,-,04669157345414660098
2025/03/23 14:17:35,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04669157345414660098
2025/03/23 00:00:53,694,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04668715805597171712
2025/03/23 00:00:53,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04668715805597171712
2025/03/23 00:00:45,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01957567457583226880
2025/03/22 20:09:19,430,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04668596457045385220
2025/03/22 20:09:19,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04668596457045385220
2025/03/22 16:54:51,-,1,-,-,-,-,ポイント、残高の獲得,サンマルクカフェ,PayPayポイント,-,-,04668496221098663939
2025/03/22 16:54:51,390,-,-,-,-,-,支払い,サンマルクカフェ - サンマルクカフェ三軒茶屋店,"PayPayポイント (1円), PayPay残高 (389円)",-,-,04668496221098663939
2025/03/22 16:54:46,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01957347898854703118
2025/03/22 02:03:23,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04668036762677313536
2025/03/22 02:03:23,420,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04668036762677313536
2025/03/21 13:41:24,406,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04667654355968532480
2025/03/21 13:41:24,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04667654355968532480
2025/03/20 22:08:10,-,25,-,-,-,-,ポイント、残高の獲得,新宿天然温泉テルマー湯,PayPayポイント,-,-,04667173362581913601
2025/03/20 22:08:10,"5,000",-,-,-,-,-,支払い,新宿天然温泉テルマー湯,PayPay残高,-,-,04667173362581913601
2025/03/20 22:08:09,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01956025074697469968
2025/03/20 19:08:50,"2,300",-,-,-,-,-,送った金額,ほっともっと,PayPay残高,-,-,01955932664181366784
2025/03/20 14:59:19,428,-,-,-,-,-,支払い,ファミリーマート - 六本木駅前,"PayPayポイント (2円), PayPay残高 (426円)",-,-,04666952343564484610
2025/03/20 14:59:19,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04666952343564484610
2025/03/20 00:19:00,185,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04666498631808770049
2025/03/19 20:48:37,568,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04666390201065316354
2025/03/19 20:48:37,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04666390201065316354
2025/03/19 13:29:07,725,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04666163684489969667
2025/03/19 13:29:07,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04666163684489969667
2025/03/18 13:17:41,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04665415612854697991
2025/03/18 13:17:41,839,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04665415612854697991
2025/03/18 09:31:04,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04665298815514017795
2025/03/18 09:31:04,292,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04665298815514017795
2025/03/17 14:13:34,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04664702244555767808
2025/03/17 14:13:34,664,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04664702244555767808
2025/03/17 09:47:17,149,-,-,-,-,-,支払い,ローソン - 熊本北郵便局前,"PayPayポイント (27円), PayPay残高 (122円)",-,-,04664565011760324613
2025/03/16 13:24:38,"1,440",-,-,-,-,-,支払い,広川サービスエリア 下り線 - すりみ屋,"PayPayポイント (8円), PayPay残高 (1,432円)",-,-,04663934862748663808
2025/03/16 13:24:38,-,7,-,-,-,-,ポイント、残高の獲得,広川サービスエリア 下り線,PayPayポイント,-,-,04663934862748663808
2025/03/14 22:25:58,598,-,-,-,-,-,支払い,ローソン - 熊本北郵便局前,PayPay残高,-,-,04662729523127058433
2025/03/14 22:25:58,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04662729523127058433
2025/03/14 20:34:54,"24,250",-,-,-,-,-,支払い,清香園 - 光の森店,PayPay残高,-,-,04662672279802658817
2025/03/14 20:34:54,-,121,-,-,-,-,ポイント、残高の獲得,清香園,PayPayポイント,-,-,04662672279802658817
2025/03/14 20:34:39,-,"30,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01951523863070662670
2025/03/14 08:43:26,230,-,-,-,-,-,支払い,ローソン - 熊本北郵便局前,"PayPayポイント (4円), PayPay残高 (226円)",-,-,04662305592674418691
2025/03/14 08:43:26,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04662305592674418691
2025/03/13 18:14:50,-,16,-,-,-,-,ポイント、残高の獲得,ANA FESTA,PayPayポイント,-,-,04661857911053230083
2025/03/13 18:14:50,"3,243",-,-,-,-,-,支払い,ANA FESTA - ANA FESTA 羽田61番ゲート店,"PayPayポイント (4円), PayPay残高 (3,239円)",-,-,04661857911053230083
2025/03/12 23:52:34,423,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04661289807139782658
2025/03/12 23:52:33,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04661289807139782658
2025/03/12 20:11:03,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04661175638319087624
2025/03/12 20:11:03,559,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04661175638319087624
2025/03/12 14:00:05,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04660984443554291717
2025/03/12 14:00:05,240,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (27円), PayPay残高 (213円)",-,-,04660984443554291717
2025/03/11 22:38:04,"2,009",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04660509248372580352
2025/03/11 22:38:04,-,10,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04660509248372580352
2025/03/11 21:46:21,-,3,-,-,-,-,ポイント、残高の獲得,ツルハホールディングス,PayPayポイント,-,-,04660482585215016964
2025/03/11 21:46:21,704,-,-,-,-,-,支払い,ツルハホールディングス - ツルハドラッグ渋谷センター街店,PayPay残高,-,-,04660482585215016964
2025/03/11 19:26:18,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04660410403994370053
2025/03/11 19:26:18,749,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04660410403994370053
2025/03/11 12:40:39,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04660201333576736787
2025/03/11 12:40:39,611,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (9円), PayPay残高 (602円)",-,-,04660201333576736787
2025/03/10 22:29:53,"10,307",-,-,-,-,-,支払い,しゃぶしゃぶ温野菜 - しゃぶしゃぶ温野菜渋谷1st店,PayPay残高,-,-,04659762860364570625
2025/03/10 22:29:53,-,51,-,-,-,-,ポイント、残高の獲得,しゃぶしゃぶ温野菜,PayPayポイント,-,-,04659762860364570625
2025/03/10 22:29:48,-,"20,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01948614538123649028
2025/03/10 12:31:47,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04659454593382064134
2025/03/10 12:31:47,397,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04659454593382064134
2025/03/10 09:02:44,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04659346849832419332
2025/03/10 09:02:44,379,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (13円), PayPay残高 (366円)",-,-,04659346849832419332
2025/03/09 14:18:30,-,28,-,-,-,-,ポイント、残高の獲得,LIPPS,PayPayポイント,-,-,04658767424384868352
2025/03/09 14:18:29,"5,650",-,-,-,-,-,支払い,LIPPS - LIPPS 二子玉川,"PayPayポイント (5円), PayPay残高 (5,645円)",-,-,04658767424384868352
2025/03/09 14:18:00,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01947618887394435090
2025/03/07 12:54:03,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04657239549898784773
2025/03/07 12:54:02,413,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04657239549898784773
2025/03/07 12:53:58,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01946091236246732821
2025/03/07 12:35:11,397,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (4円), PayPay残高 (393円)",-,-,04657229843272269825
2025/03/07 12:35:11,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04657229843272269825
2025/03/06 13:52:56,630,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,"PayPayポイント (1円), PayPay残高 (629円)",-,-,04656527744968417282
2025/03/06 13:52:56,-,3,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04656527744968417282
2025/03/06 13:52:39,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01945379311058042890
2025/03/05 14:14:32,-,9,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04655796698583891979
2025/03/05 14:14:32,"1,811",-,-,-,-,-,支払い,ローソン - 三軒茶屋,"PayPayポイント (2円), PayPay残高 (1,809円)",-,-,04655796698583891979
2025/03/04 16:45:45,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04655132464711843847
2025/03/04 16:45:45,410,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (1円), PayPay残高 (409円)",-,-,04655132464711843847
2025/03/02 18:14:33,603,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04653693899775950849
2025/03/02 18:14:33,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04653693899775950849
2025/03/02 15:58:06,180,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (3円), PayPay残高 (177円)",-,-,04653623573981585412
2025/03/01 19:12:42,-,"2,000",-,-,-,-,受け取った金額,ほっともっと,PayPay残高,-,-,01941833407017066516
2025/03/01 14:18:37,141,-,-,-,-,-,支払い,ファミリーマート - 渋谷フィンガーアベニュー,PayPay残高,-,-,04652830130313093121
2025/03/01 13:40:34,-,8,-,-,-,-,ポイント、残高の獲得,肉のはせ川,PayPayポイント,-,-,04652810510902501379
2025/03/01 13:40:34,"1,660",-,-,-,-,-,支払い,肉のはせ川 - 渋谷店,PayPay残高,-,-,04652810510902501379
2025/03/01 01:48:50,534,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (14円), PayPay残高 (520円)",-,-,04652443694925774849
2025/03/01 01:48:50,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04652443694925774849
2025/02/28 00:43:32,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04651667860623040515
2025/02/28 00:43:32,405,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04651667860623040515
2025/02/26 22:22:54,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04650853208406024194
2025/02/26 22:22:54,476,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04650853208406024194
2025/02/26 12:07:41,559,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (2円), PayPay残高 (557円)",-,-,04650536136739946498
2025/02/26 12:07:41,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04650536136739946498
2025/02/26 12:07:37,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01939387818279739394
2025/02/25 18:53:44,996,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (10円), PayPay残高 (986円)",-,-,04650003242964754432
2025/02/25 18:53:44,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04650003242964754432
2025/02/25 02:45:39,"1,081",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (2円), PayPay残高 (1,079円)",-,-,04649504296614461440
2025/02/25 02:45:39,-,5,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04649504296614461440
2025/02/25 02:45:32,-,"2,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01938355952383844352
2025/02/23 19:31:11,430,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04648538203850997762
2025/02/23 19:31:11,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04648538203850997762
2025/02/23 18:58:09,"2,000",-,-,-,-,-,送った金額,ほっともっと,PayPay残高,-,-,01937372885913575448
2025/02/23 15:53:50,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04648426173924253705
2025/02/23 15:53:50,457,-,-,-,-,-,支払い,ファミリーマート - 渋谷フィンガーアベニュー,"PayPayポイント (63円), PayPay残高 (394円)",-,-,04648426173924253705
2025/02/22 21:41:54,571,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04647863404358705153
2025/02/22 21:41:54,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04647863404358705153
2025/02/22 21:41:50,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01936715077311438852
2025/02/22 13:12:34,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04647600887368392710
2025/02/22 13:12:34,482,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04647600887368392710
2025/02/22 11:43:36,113,-,-,-,-,-,支払い,ローソン - ＬＡＷＳＯＮ＋ｔｏｋｓ三軒茶屋駅,PayPay残高,-,-,04647555034297466886
2025/02/22 11:43:27,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01936406672888913942
2025/02/21 20:28:50,398,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (1円), PayPay残高 (397円)",-,-,04647083575737311235
2025/02/21 20:28:50,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04647083575737311235
2025/02/21 00:11:32,497,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04646456184094720000
2025/02/21 00:11:32,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04646456184094720000
2025/02/20 17:56:59,264,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (14円), PayPay残高 (250円)",-,-,04646263142493863939
2025/02/20 17:56:59,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04646263142493863939
2025/02/18 15:45:30,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04644711027212009474
2025/02/18 15:45:30,405,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (5円), PayPay残高 (400円)",-,-,04644711027212009474
2025/02/16 20:04:36,"2,500",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,01932211950123671552
2025/02/16 20:04:33,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01932211924353884164
2025/02/16 19:50:07,"2,090",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,01932204476883116072
2025/02/16 14:28:57,143,-,-,-,-,-,支払い,ファミリーマート - 新宿四丁目,PayPay残高,-,-,04643187241534398470
2025/02/15 21:54:37,"2,010",-,-,-,-,-,送った金額,ok,PayPay残高,-,-,01931526481934786568
2025/02/15 20:06:46,"1,300",-,-,-,-,-,送った金額,ok,PayPay残高,-,-,01931470887874863120
2025/02/15 18:45:49,"4,300",-,-,-,-,-,送った金額,杏海,PayPay残高,-,-,01931429175155728384
2025/02/15 18:44:50,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01931428668351193094
2025/02/15 00:55:05,"5,500",-,-,-,-,-,支払い,ASOBIBAR - 渋谷横丁前店,PayPay残高,-,-,04642025598909792262
2025/02/15 00:55:04,-,27,-,-,-,-,ポイント、残高の獲得,ASOBIBAR,PayPayポイント,-,-,04642025598909792262
